47,9,9,1,10,5,7,X,3,6,41
48,9,9,2,1,10,7,6,9,M,33
49,9,9,3,2,4,4,6,X,9,35
50,9,9,4,3,X,X,5,X,9,47
51,9,9,5,4,10,X,7,6,7,44
52,9,9,6,M,5,10,1,2,9,27
53,10,10,1,8,7,M,X,M,7,32
54,10,10,2,7,1,6,2,X,6,32
55,10,10,3,9,7,10,3,9,2,40
56,10,10,4,8,4,2,9,2,7,32
57,10,10,5,10,2,10,7,6,4,39
58,10,10,6,3,9,5,7,1,6,31
59,11,11,1,X,2,8,9,X,8,47
60,11,11,2,1,X,9,1,9,X,40
61,11,11,3,8,2,8,2,8,3,31
62,11,11,4,1,10,7,6,3,M,27
63,11,11,5,5,1,9,4,M,2,21
64,11,11,6,5,10,9,X,5,10,49
65,12,12,1,1,M,4,2,2,7,16
66,12,12,2,3,1,10,10,1,3,28
67,12,12,3,7,8,5,3,1,4,28
68,12,12,4,X,8,M,2,3,X,33
69,12,12,5,9,6,10,M,10,2,37
70,12,12,6,1,6,M,3,9,8,27
71,13,13,1,1,10,8,1,8,M,28
72,13,13,2,4,2,10,1,7,3,27
73,13,13,3,3,8,M,7,7,7,32
74,13,13,4,1,2,8,1,10,2,24
75,13,13,5,2,X,9,9,10,3,43
76,13,13,6,1,4,1,M,9,X,25
77,14,14,1,8,10,8,2,1,4,33
78,14,14,2,7,6,6,6,6,10,41
79,14,14,3,10,9,2,3,6,5,35
80,14,14,4,4,3,7,5,5,4,28
81,14,14,5,10,M,2,4,1,4,21
82,14,14,6,7,6,5,5,X,2,35
83,15,15,1,X,10,4,M,M,3,27
84,15,15,2,X,9,1,7,2,7,36
85,15,15,3,8,1,10,1,5,X,35
86,15,15,4,2,6,10,7,5,3,33
87,15,15,5,1,6,6,8,X,7,38
88,15,15,6,M,4,10,2,9,5,30
89,16,16,1,1,5,3,7,8,1,25
90,16,16,2,M,M,1,6,10,2,19
91,16,16,3,10,9,2,9,2,1,33
92,16,16,4,7,7,X,3,10,6,43
93,16,16,5,X,10,4,10,2,8,44
94,16,16,6,10,4,X,3,3,3,33
95,17,17,1,1,2,6,1,M,7,17
96,17,17,2,X,1,5,3,2,5,26
97,17,17,3,X,4,M,6,8,7,35
98,17,17,4,6,3,6,7,8,1,31
99,17,17,5,X,3,M,M,5,4,22
100,17,17,6,2,3,X,4,2,3,24
101,18,18,1,1,7,7,4,3,2,24
102,18,18,2,M,10,10,X,3,10,43
103,18,18,3,2,M,6,7,X,M,25
104,18,18,4,M,1,10,2,3,9,25
105,18,18,5,3,4,2,5,6,X,30
106,18,18,6,1,2,9,8,6,3,29
107,19,19,1,1,8,6,2,9,4,30
108,19,19,2,1,X,4,9,2,4,30
109,19,19,3,5,3,X,1,9,3,31
110,19,19,4,2,1,5,7,8,4,27
111,19,19,5,9,7,8,9,M,5,38
112,19,19,6,9,8,9,X,1,M,37
113,20,20,1,X,6,M,8,4,9,37
114,20,20,2,9,1,10,9,X,1,40
115,20,20,3,7,M,M,2,7,2,18
116,20,20,4,8,X,2,4,5,7,36
117,20,20,5,4,6,8,6,M,8,32
118,20,20,6,1,M,3,9,6,6,25
119,21,21,1,5,5,4,M,5,8,27
120,21,21,2,9,6,1,2,M,6,24
121,21,21,3,4,4,7,3,9,1,28
122,21,21,4,3,3,10,10,9,6,41
123,21,21,5,4,X,10,8,M,5,37
124,22,22,1,7,10,6,1,1,1,26
125,22,22,2,7,4,X,6,7,5,39
126,22,22,3,4,M,2,3,1,10,20
127,22,22,4,3,1,3,7,X,3,27
128,22,22,5,5,6,7,9,7,9,43
129,23,23,1,7,9,5,4,1,1,27
130,23,23,2,9,9,6,8,2,5,39
131,23,23,3,X,X,9,8,2,7,46
132,23,23,4,1,7,X,2,8,3,31
133,23,23,5,X,4,9,2,1,2,28
134,23,23,6,3,7,6,8,M,8,32
135,24,24,1,5,1,5,4,2,6,23
136,24,24,2,1,3,10,4,9,6,33
137,24,24,3,10,5,8,M,X,M,33
138,24,24,4,2,8,2,X,X,9,41
139,24,24,5,5,3,3,X,10,1,32
140,25,25,1,M,8,M,X,3,10,31
141,25,25,2,9,9,7,8,6,8,47
142,25,25,3,3,4,10,4,9,1,31
143,25,25,4,M,M,9,6,2,6,23
144,25,25,5,X,10,2,8,8,4,42
145,26,26,1,9,10,6,1,10,5,41
146,26,26,2,7,4,10,M,6,X,37
147,26,26,3,X,1,8,9,4,M,32
148,26,26,4,5,4,6,4,M,8,27
149,26,26,5,4,3,9,3,X,M,29
150,27,27,1,4,2,1,X,M,4,21
151,27,27,2,2,7,X,6,2,6,33
152,27,27,3,3,7,8,3,X,7,38
153,27,27,4,2,4,6,10,1,X,33
154,27,27,5,6,7,7,10,M,2,32
155,28,28,1,3,1,10,10,2,7,33
156,28,28,2,2,4,1,1,10,4,22
157,28,28,3,2,4,9,1,8,2,26
158,28,28,4,4,7,4,9,M,10,34
159,28,28,5,1,10,M,7,8,5,31
160,29,29,1,1,6,3,X,10,M,30
161,29,29,2,9,3,3,X,X,7,42
162,29,29,3,5,7,2,1,3,1,19
163,29,29,4,M,3,1,8,3,X,25
164,29,29,5,6,M,1,X,8,4,29
165,30,30,1,7,10,X,1,4,9,41
166,30,30,2,4,9,9,6,X,6,44
167,30,30,3,9,3,M,M,6,10,28
168,30,30,4,X,1,X,9,7,8,45
169,30,30,5,2,M,7,5,8,9,31
170,31,31,1,4,6,5,9,X,10,44
171,31,31,2,X,4,10,1,8,7,40
172,31,31,3,8,4,M,M,9,1,22
173,31,31,4,9,4,3,4,3,1,24
174,31,31,5,8,2,8,8,3,8,37
175,32,32,1,10,9,8,6,6,1,40
176,32,32,2,1,10,9,10,7,1,38
177,32,32,3,6,9,1,8,8,3,35
178,32,32,4,M,8,2,M,7,5,22
179,32,32,5,7,6,M,10,3,1,27
180,33,33,1,10,6,3,1,9,4,33
181,33,33,2,2,10,5,6,X,M,33
182,33,33,3,4,7,4,2,3,5,25
183,33,33,4,7,4,4,M,8,3,26
184,33,33,5,4,9,7,M,X,6,36
185,34,34,1,3,5,5,1,3,M,17
186,34,34,2,9,5,9,8,10,10,51
187,34,34,3,8,1,9,X,1,1,30
188,34,34,4,X,10,X,4,7,9,50
189,34,34,5,7,10,8,5,10,4,44
190,35,35,1,9,1,5,1,6,1,23
191,35,35,2,4,5,10,X,1,5,35
192,35,35,3,1,1,M,4,1,2,9
193,35,35,4,X,9,M,5,1,2,27
194,35,35,5,7,10,4,X,6,5,42
195,36,36,1,10,10,X,2,6,2,40
196,36,36,2,3,9,6,10,M,1,29
197,36,36,3,10,9,9,2,2,9,41
198,36,36,4,5,M,8,2,6,X,31
199,36,36,5,8,1,4,2,8,9,32
200,37,37,1,9,4,7,9,4,6,39
201,37,37,2,5,3,5,9,4,10,36
202,37,37,3,3,6,6,9,7,7,38
203,37,37,4,2,8,M,1,4,7,22
204,37,37,5,2,6,X,7,2,9,36
205,38,38,1,4,7,5,1,2,10,29
206,38,38,2,1,9,5,M,4,1,20
207,38,38,3,10,M,M,9,9,3,31
208,38,38,4,1,M,10,10,X,X,41
209,38,38,5,9,10,4,5,2,M,30
210,39,39,1,10,1,7,1,8,10,37
211,39,39,2,4,7,7,4,6,X,38
212,39,39,3,M,8,4,10,2,5,29
213,39,39,4,7,10,9,5,X,X,51
214,39,39,5,X,7,9,4,4,1,35
215,40,40,1,X,7,4,2,8,7,38
216,40,40,2,7,6,4,3,8,9,37
217,40,40,3,7,2,1,9,8,4,31
218,40,40,4,4,X,M,M,7,2,23
219,40,40,5,M,2,5,7,X,M,24
220,41,41,1,6,1,8,5,5,X,35
221,41,41,2,2,8,3,7,8,2,30
222,41,41,3,7,M,3,10,1,7,28
223,41,41,4,X,7,1,1,8,3,30
224,41,41,5,8,8,7,M,2,1,26
225,42,42,1,M,M,5,9,5,6,25
226,42,42,2,7,5,9,5,10,M,36
227,42,42,3,6,2,8,2,3,M,21
228,42,42,4,10,1,6,7,5,X,39
229,42,42,5,10,6,3,10,10,X,49
230,43,43,1,2,3,6,9,9,2,31
231,43,43,2,5,4,6,6,X,3,34
232,43,43,3,3,5,1,10,9,6,34
233,43,43,4,7,5,6,2,5,2,27
234,43,43,5,2,7,1,1,2,7,20
235,44,44,1,5,10,7,4,1,M,27
236,44,44,2,9,8,9,6,2,X,44
237,44,44,3,M,7,3,8,1,9,28
238,44,44,4,9,X,1,6,7,M,33
239,44,44,5,M,6,6,10,1,10,33
240,45,45,1,4,10,M,4,X,10,38
241,45,45,2,8,5,1,5,9,M,28
242,45,45,3,1,2,M,M,9,2,14
243,45,45,4,3,1,6,M,9,4,23
244,45,45,5,6,1,5,8,3,2,25
245,46,46,1,M,5,4,1,8,5,23
246,46,46,2,2,6,5,X,M,10,33
247,46,46,3,7,5,8,3,3,7,33
248,46,46,4,3,10,5,M,M,X,28
249,46,46,5,6,2,10,3,M,X,31
250,47,47,1,1,X,5,3,7,2,28
251,47,47,2,3,7,1,9,9,4,33
252,47,47,3,2,X,1,2,5,7,27
253,47,47,4,10,10,7,3,8,7,45
254,47,47,5,5,10,M,3,6,1,25
255,48,48,1,1,6,M,6,X,9,32
256,48,48,2,X,2,5,10,1,9,37
257,48,48,3,1,5,3,4,9,5,27
258,48,48,4,3,5,3,X,10,1,32
259,48,48,5,9,10,M,6,4,4,33
260,49,49,1,5,8,8,4,8,6,39
261,49,49,2,10,3,5,4,5,9,36
262,49,49,3,1,3,3,6,10,7,30
263,49,49,4,7,M,9,8,9,8,41
264,49,49,5,7,X,X,2,7,M,36
265,50,50,1,X,X,M,10,10,2,42
266,50,50,2,2,7,4,5,4,1,23
267,50,50,3,2,3,M,X,5,8,28
268,50,50,4,9,5,4,6,2,5,31
269,50,50,5,X,1,8,7,8,6,40
270,51,51,1,6,9,5,M,5,4,29
271,51,51,2,8,10,1,2,1,5,27
272,51,51,3,9,8,1,X,1,6,35
273,51,51,4,10,9,8,1,X,4,42
274,51,51,5,6,5,X,5,5,7,38
275,52,52,1,1,1,3,M,6,2,13
276,52,52,2,X,X,9,5,M,M,34
277,52,52,3,4,8,2,10,6,7,37
278,52,52,4,3,8,1,2,8,6,28
279,52,52,5,M,8,3,2,6,9,28
280,53,53,1,3,6,4,M,2,2,17
281,53,53,2,9,5,6,M,X,2,32
282,53,53,3,6,4,1,8,3,8,30
283,53,53,4,M,M,M,10,10,X,30
284,53,53,5,8,5,6,5,2,X,36
285,54,54,1,5,6,3,10,4,6,34
286,54,54,2,3,X,4,9,9,3,38
287,54,54,3,4,8,4,1,1,7,25
288,54,54,4,M,10,8,X,X,4,42
289,54,54,5,5,4,2,4,2,10,27
290,55,55,1,5,1,7,3,2,6,24
291,55,55,2,4,X,5,M,8,10,37
292,55,55,3,10,X,10,7,2,2,41
293,55,55,4,7,6,X,2,M,X,35
294,55,55,5,2,9,2,5,3,4,25
295,56,56,1,5,7,X,3,8,5,38
296,56,56,2,6,5,7,3,7,7,35
297,56,56,3,X,X,X,1,6,3,40
298,56,56,4,4,7,4,1,9,1,26
299,56,56,5,X,9,9,M,10,6,44
300,57,57,1,M,4,7,10,4,X,35
301,57,57,2,9,10,7,10,7,9,52
302,57,57,3,9,9,7,9,9,3,46
303,57,57,4,9,10,6,4,10,1,40
304,57,57,5,4,2,M,1,5,8,20
305,58,58,1,6,10,10,9,1,5,41
306,58,58,2,9,7,4,5,2,1,28
307,58,58,3,3,2,4,10,X,9,38
308,58,58,4,9,4,2,8,6,4,33
309,58,58,5,9,1,3,X,X,8,41
310,59,59,1,9,4,2,10,6,9,40
311,59,59,2,7,6,9,2,7,1,32
312,59,59,3,1,M,5,4,8,10,28
313,59,59,4,X,7,X,2,7,1,37
314,59,59,5,3,9,6,8,3,M,29
315,60,60,1,M,6,M,7,10,X,33
316,60,60,2,2,M,X,4,4,5,25
317,60,60,3,1,7,3,1,5,3,20
318,60,60,4,1,3,2,1,2,8,17
319,60,60,5,M,7,7,2,6,X,32
320,61,61,1,9,2,2,6,8,M,27
321,61,61,2,4,2,2,4,2,2,16
322,61,61,3,5,6,10,X,2,X,43
323,61,61,4,5,1,2,M,1,M,9
324,61,61,5,6,3,4,6,7,9,35
325,62,62,1,9,5,3,4,X,10,41
326,62,62,2,9,X,9,10,2,9,49
327,62,62,3,1,5,5,9,7,M,27
328,62,62,4,9,7,8,X,6,1,41
329,62,62,5,X,7,6,3,8,9,43
330,63,63,1,7,8,5,6,3,8,37
331,63,63,2,4,8,9,6,X,6,43
332,63,63,3,1,8,9,1,10,3,32
333,63,63,4,8,9,7,6,5,1,36
334,63,63,5,7,5,2,5,9,3,31
335,63,64,1,5,6,1,9,2,M,23
336,63,64,2,M,10,1,6,3,6,26
337,63,64,3,9,6,10,4,7,7,43
338,63,64,4,1,1,2,3,10,6,23
339,63,64,5,7,9,1,X,2,X,39
340,63,65,1,8,1,1,X,7,5,32
341,63,65,2,9,1,7,7,M,3,27
342,63,65,3,5,9,1,X,10,5,40
343,63,65,4,X,7,6,10,M,3,36
344,63,65,5,2,5,X,5,9,M,31
345,63,66,1,7,6,2,10,4,6,35
346,63,66,2,10,M,9,10,10,6,45
347,63,66,3,9,8,3,4,4,8,36
348,63,66,4,9,5,7,M,1,M,22
349,64,66,5,8,8,M,6,5,2,29
350,64,67,1,2,6,10,4,8,5,35
351,64,67,2,M,6,6,8,1,2,23
352,64,67,3,1,1,7,2,3,6,20
353,64,67,4,1,10,8,2,X,7,38
354,64,67,5,6,9,5,4,1,X,35
355,64,68,1,6,M,5,9,6,M,26
356,64,68,2,3,6,8,M,M,X,27
357,64,68,3,X,2,4,1,X,X,37
358,64,68,4,5,7,5,X,X,9,46
359,64,68,5,4,8,9,9,X,10,50
360,64,69,1,10,1,M,6,1,1,19
361,64,69,2,9,4,4,10,9,M,36
362,64,69,3,9,1,4,7,3,2,26
363,64,69,4,4,5,X,3,M,8,30
364,64,69,5,X,7,4,4,2,5,32
365,64,70,1,4,3,3,X,2,7,29
366,64,70,2,5,8,8,M,2,X,33
367,64,70,3,3,1,4,M,1,10,19
368,64,70,4,M,2,5,4,5,7,23
369,65,70,5,6,8,X,3,2,6,35
370,65,71,1,X,10,4,8,7,X,49
371,65,71,2,3,M,M,M,5,10,18
372,65,71,3,9,10,7,9,8,2,45
373,65,71,4,1,8,8,X,8,1,36
374,65,71,5,M,2,8,6,4,1,21
375,65,72,1,M,8,1,3,7,7,26
376,65,72,2,X,5,2,7,7,M,31
377,65,72,3,X,8,X,2,8,3,41
378,65,72,4,2,7,4,7,6,2,28
379,65,72,5,6,5,9,7,10,8,45
380,65,73,1,9,7,M,M,1,3,20
381,65,73,2,1,9,9,1,8,4,32
382,65,73,3,7,6,8,7,7,10,45
383,65,73,4,6,9,5,3,1,7,31
384,65,73,5,M,9,X,5,3,X,37
385,65,74,1,3,7,4,5,4,6,29
386,65,74,2,10,M,X,8,5,10,43
387,65,74,3,M,2,6,8,8,5,29
388,65,74,4,9,X,1,1,X,1,32
389,66,74,5,5,M,10,9,3,1,28
390,66,75,1,5,8,5,8,X,9,45
391,66,75,2,2,1,9,M,10,1,23
392,66,75,3,9,3,5,3,6,3,29
393,66,75,4,4,3,1,X,X,2,30
394,66,75,5,4,6,4,8,X,10,42
395,66,76,1,4,6,X,9,X,6,45
396,66,76,2,6,6,M,10,10,4,36
397,66,76,3,2,3,8,8,X,X,41
398,66,76,4,10,7,5,2,10,4,38
399,66,76,5,X,2,3,5,5,9,34
400,66,77,1,X,X,X,4,6,10,50
401,66,77,2,X,3,8,10,5,5,41
402,66,77,3,X,8,1,7,3,3,32
403,66,77,4,9,8,3,8,3,8,39
404,66,77,5,4,4,9,M,8,10,35
405,66,78,1,1,5,8,4,4,10,32
406,66,78,2,9,7,8,7,9,4,44
407,66,78,3,1,8,8,4,8,7,36
408,66,78,4,7,9,8,8,6,7,45
409,67,78,5,10,9,8,10,4,5,46
410,67,79,1,1,6,1,3,5,1,17
411,67,79,2,9,1,M,6,4,2,22
412,67,79,3,10,5,6,7,9,X,47
413,67,79,4,X,5,10,8,1,M,34
414,67,79,5,1,M,6,7,7,4,25
415,67,80,1,8,5,3,3,9,2,30
416,67,80,2,3,6,10,6,X,10,45
417,67,80,3,1,1,6,1,4,6,19
418,67,80,4,9,10,4,6,7,5,41
419,67,80,5,5,2,2,10,4,10,33
420,67,81,1,X,M,10,9,8,X,47
421,67,81,2,1,4,1,9,10,5,30
422,67,81,3,1,10,X,2,9,5,37
423,67,81,4,4,M,7,6,5,3,25
424,67,81,5,1,4,1,3,4,8,21
425,67,82,1,6,7,7,M,5,3,28
426,67,82,2,6,10,1,6,5,1,29
427,67,82,3,9,X,7,10,4,3,43
428,67,82,4,6,6,7,10,1,9,39
429,68,82,5,3,5,6,2,1,8,25
430,68,83,1,X,4,1,5,8,2,30
431,68,83,2,3,8,5,1,9,X,36
432,68,83,3,2,1,6,9,4,X,32
433,68,83,4,M,4,4,X,10,M,28
434,68,83,5,2,8,7,X,X,7,44
435,68,84,1,9,M,X,M,8,3,30
436,68,84,2,6,8,M,7,5,1,27
437,68,84,3,5,7,4,8,6,6,36
438,68,84,4,7,5,9,4,M,10,35
439,68,84,5,2,7,5,M,5,3,22
440,68,85,1,7,4,8,3,X,3,35
441,68,85,2,5,8,8,X,3,3,37
442,68,85,3,5,M,X,6,2,9,32
443,68,85,4,5,9,X,10,10,8,52
444,68,85,5,6,5,6,4,5,X,36
445,68,86,1,5,2,5,9,M,6,27
446,68,86,2,4,2,8,10,3,3,30
447,68,86,3,6,X,X,X,2,6,44
448,68,86,4,9,9,8,6,M,M,32
449,69,86,5,7,9,5,4,2,M,27
450,69,87,1,7,5,10,M,6,7,35
451,69,87,2,10,1,X,X,X,4,45
452,69,87,3,M,8,2,3,9,7,29
453,69,87,4,8,10,5,M,4,9,36
454,69,87,5,9,1,7,3,6,6,32
455,69,88,1,7,4,2,2,X,8,33
456,69,88,2,X,4,M,M,8,6,28
457,69,88,3,5,9,8,6,3,8,39
458,69,88,4,10,X,6,5,3,5,39
459,69,88,5,X,8,10,9,7,7,51
460,69,89,1,4,8,2,2,M,X,26
461,69,89,2,6,5,5,M,1,9,26
462,69,89,3,10,8,1,3,M,2,24
463,69,89,4,2,8,10,3,1,3,27
464,69,89,5,2,9,6,10,8,M,35
465,69,90,1,6,X,M,M,2,10,28
466,69,90,2,3,8,1,X,X,3,35
467,69,90,3,7,5,8,7,4,4,35
468,69,90,4,9,10,10,9,X,4,52
469,70,90,5,9,6,10,7,9,9,50
470,70,91,1,7,3,4,10,4,2,30
471,70,91,2,1,7,7,8,10,1,34
472,70,91,3,4,7,4,M,5,M,20
473,70,91,4,4,10,8,9,4,6,41
474,70,91,5,6,1,10,1,5,X,33
475,70,92,1,2,7,1,4,3,8,25
476,70,92,2,1,7,X,5,2,8,33
477,70,92,3,6,3,4,2,7,1,23
478,70,92,4,10,5,9,M,2,6,32
479,70,92,5,5,2,7,7,7,7,35
480,70,93,1,3,4,8,10,5,8,38
481,70,93,2,6,4,10,5,4,3,32
482,70,93,3,1,10,4,M,X,7,32
483,70,93,4,6,2,M,3,9,7,27
484,70,93,5,X,7,5,5,9,1,37
485,70,94,1,3,4,4,9,6,1,27
486,70,94,2,7,2,1,X,1,5,26
487,70,94,3,M,9,5,8,7,7,36
488,70,94,4,2,2,9,M,2,M,15
489,70,94,5,4,6,M,M,7,5,22
490,71,95,1,3,5,M,9,5,M,22
491,71,95,2,2,7,10,7,9,9,44
492,71,95,3,3,10,9,9,8,3,42
493,71,95,4,1,4,8,6,2,2,23
494,71,95,5,2,7,9,3,5,8,34
495,71,95,6,4,3,1,2,1,5,16
496,72,96,1,M,M,4,4,3,5,16
497,72,96,2,6,7,3,6,8,M,30
498,72,96,3,1,9,6,M,10,X,36
499,72,96,4,7,9,9,3,X,10,48
500,72,96,5,6,X,X,M,10,7,43
501,72,96,6,2,9,6,10,8,M,35
502,73,97,1,6,X,M,M,2,10,28
503,73,97,2,3,8,1,X,X,3,35
504,73,97,3,7,5,8,7,4,4,35
505,73,97,4,9,10,10,9,X,4,52
506,73,97,5,9,6,10,7,9,9,50
507,73,97,6,7,3,4,10,4,2,30
508,74,99,1,1,7,7,8,10,1,34
509,74,99,2,4,7,4,M,5,M,20
510,74,99,3,4,10,8,9,4,6,41
511,74,99,4,6,1,10,1,5,X,33
512,74,99,5,2,7,1,4,3,8,25
513,74,99,6,1,7,X,5,2,8,33
514,75,100,1,6,3,4,2,7,1,23
515,75,100,2,10,5,9,M,2,6,32
516,75,100,3,5,2,7,7,7,7,35
517,75,100,4,3,4,8,10,5,8,38
518,75,100,5,6,4,10,5,4,3,32
519,75,102,6,1,10,4,M,X,7,32
520,76,101,1,6,4,10,5,4,3,32
521,76,101,2,1,10,4,M,X,7,32
522,76,101,3,6,2,M,3,9,7,27
523,76,101,4,X,7,5,5,9,1,37
524,76,101,5,3,4,4,9,6,1,27
525,76,101,6,7,2,1,X,1,5,26
526,77,102,1,M,9,5,8,7,7,36
527,77,102,2,2,2,9,M,2,M,15
528,77,102,3,4,6,M,M,7,5,22
529,77,102,4,3,5,M,9,5,M,22
530,77,102,5,2,7,10,7,9,9,44
531,77,102,6,3,10,9,9,8,3,42
532,77,103,1,1,4,8,6,2,2,23
533,77,103,2,2,7,9,3,5,8,34
534,77,103,3,4,3,1,2,1,5,16
535,77,103,4,M,10,1,6,3,6,26
536,77,103,5,9,6,10,4,7,7,43
537,77,103,6,1,1,2,3,10,6,23
538,77,104,1,7,9,1,X,2,X,39
539,77,104,2,8,1,1,X,7,5,32
540,77,104,3,9,1,7,7,M,3,27
541,77,104,4,5,9,1,X,10,5,40
542,77,104,5,X,7,6,10,M,3,36
543,77,104,6,2,5,X,5,9,M,31
544,78,105,1,7,6,2,10,4,6,35
545,78,106,2,10,M,9,10,10,6,45
546,78,106,3,9,8,3,4,4,8,36
547,78,106,4,9,5,7,M,1,M,22
548,78,106,5,8,8,M,6,5,2,29
549,78,106,6,2,6,10,4,8,5,35
550,78,107,1,M,6,6,8,1,2,23
551,78,107,2,1,1,7,2,3,6,20
552,78,107,3,1,10,8,2,X,7,38
553,78,107,4,6,9,5,4,1,X,35
554,78,107,5,6,M,5,9,6,M,26
555,78,107,6,3,6,8,M,M,X,27
556,78,108,1,X,2,4,1,X,X,37
557,78,108,2,5,7,5,X,X,9,46
558,78,108,3,4,8,9,9,X,10,50
559,78,108,4,10,1,M,6,1,1,19
560,78,109,5,9,4,4,10,9,M,36
561,78,109,6,9,1,4,7,3,2,26
562,79,109,1,4,5,X,3,M,8,30
563,79,109,2,X,7,4,4,2,5,32
564,79,109,3,4,3,3,X,2,7,29
565,79,109,4,5,8,8,M,2,X,33
566,79,109,5,3,1,4,M,1,10,19
567,79,109,6,M,2,5,4,5,7,23
568,79,110,1,6,8,X,3,2,6,35
569,79,110,2,1,10,4,M,X,7,32
570,79,110,3,6,2,M,3,9,7,27
571,79,110,4,X,7,5,5,9,1,37
572,79,110,5,3,4,4,9,6,1,27
573,79,110,6,6,10,1,6,5,1,29
574,79,111,1,9,X,7,10,4,3,43
575,79,111,2,6,6,7,10,1,9,39
576,79,111,3,3,5,6,2,1,8,25
577,79,111,4,X,4,1,5,8,2,30
578,79,111,5,3,8,5,1,9,X,36
579,79,111,6,2,1,6,9,4,X,32
580,80,112,1,M,4,4,X,10,M,28
581,80,112,2,2,8,7,X,X,7,44
582,80,112,3,9,M,X,M,8,3,30
583,80,112,4,6,8,M,7,5,1,27
584,80,112,5,5,7,4,8,6,6,36
585,80,112,6,7,5,9,4,M,10,35
586,80,113,1,2,7,5,M,5,3,22
587,80,113,2,7,4,8,3,X,3,35
588,80,113,3,5,8,8,X,3,3,37
589,80,113,4,5,M,X,6,2,9,32
590,80,113,5,5,9,X,10,10,8,52
591,80,113,6,6,5,6,4,5,X,36
592,80,114,1,5,2,5,9,M,6,27
593,80,114,2,4,2,8,10,3,3,30
594,80,114,3,6,X,X,X,2,6,44
595,80,114,4,9,9,8,6,M,M,32
596,80,114,5,7,9,5,4,2,M,27
597,80,114,6,7,5,10,M,6,7,35
598,81,115,1,10,1,X,X,X,4,45
599,81,115,2,M,8,2,3,9,7,29
600,81,115,3,8,10,5,M,4,9,36
601,81,115,4,9,1,7,3,6,6,32
602,81,115,5,7,4,2,2,X,8,33
603,81,115,6,X,4,M,M,8,6,28
604,81,116,1,5,9,8,6,3,8,39
605,81,116,2,10,X,6,5,3,5,39
606,81,116,3,X,8,10,9,7,7,51
607,81,116,4,4,8,2,2,M,X,26
608,81,116,5,9,6,10,7,9,9,50
609,81,116,6,M,10,1,6,3,6,26
610,81,117,1,9,6,10,4,7,7,43
611,81,117,2,1,1,2,3,10,6,23
612,81,117,3,7,9,1,X,2,X,39
613,81,117,4,8,1,1,X,7,5,32
614,81,117,5,9,1,7,7,M,3,27
615,81,117,6,5,9,1,X,10,5,40
616,82,118,1,X,7,6,10,M,3,36
617,82,118,2,2,5,X,5,9,M,31
618,82,118,3,7,6,2,10,4,6,35
619,82,118,4,10,M,9,10,10,6,45
620,82,118,5,9,8,3,4,4,8,36
621,82,118,6,9,5,7,M,1,M,22
622,82,119,1,8,8,M,6,5,2,29
623,82,119,2,2,6,10,4,8,5,35
624,82,119,3,M,6,6,8,1,2,23
625,82,119,4,1,1,7,2,3,6,20
626,82,119,5,1,10,8,2,X,7,38
627,82,119,6,6,9,5,4,1,X,35
628,82,120,1,6,M,5,9,6,M,26
629,82,120,2,3,6,8,M,M,X,27
630,82,120,3,X,2,4,1,X,X,37
631,82,120,4,5,7,5,X,X,9,46
632,82,120,5,4,8,9,9,X,10,50
633,82,120,6,10,1,M,6,1,1,19
634,83,121,1,9,4,4,10,9,M,36
635,83,121,2,9,1,4,7,3,2,26
636,83,121,3,4,5,X,3,M,8,30
