84,486,11,40,4,112,2025-07-21,79,192,1,1,2
85,29,11,41,1,112,2025-07-21,79,160,1,5,7
86,29,11,42,2,112,2025-07-21,79,177,1,3,4
87,29,11,43,3,112,2025-07-21,79,190,1,3,6
88,29,11,44,4,112,2025-07-21,79,138,1,4,6
89,486,12,45,1,112,2025-07-21,79,200,1,1,4
90,486,12,46,2,112,2025-07-21,79,158,1,4,8
91,486,12,47,3,112,2025-07-21,79,148,1,1,5
92,29,12,45,1,112,2025-07-21,79,166,1,1,2
93,29,12,46,2,112,2025-07-21,79,126,1,2,5
94,29,12,47,3,112,2025-07-21,79,181,1,1,1
95,486,13,48,1,112,2025-07-21,79,208,1,0,2
96,486,13,49,2,112,2025-07-21,79,230,1,4,8
97,486,13,50,3,112,2025-07-21,79,186,1,4,9
98,19,14,51,1,113,2025-08-13,51,202,1,2,5
99,19,14,52,2,113,2025-08-13,51,186,1,1,9
100,19,14,53,3,113,2025-08-13,51,192,1,3,5
101,21,14,51,1,113,2025-08-13,51,181,1,0,5
102,21,14,52,2,113,2025-08-13,51,181,1,0,5
103,21,14,53,3,113,2025-08-13,51,165,1,6,8
104,19,15,54,1,113,2025-08-13,51,205,1,0,3
105,19,15,55,2,113,2025-08-13,51,202,1,3,8
106,19,15,56,3,113,2025-08-13,51,169,1,6,7
107,21,15,54,1,113,2025-08-13,51,203,1,4,4
108,21,15,55,2,113,2025-08-13,51,231,1,3,8
109,21,15,56,3,113,2025-08-13,51,204,1,4,6
110,517,16,57,1,114,2025-08-22,80,205,1,4,5
111,517,16,58,2,114,2025-08-22,80,180,1,5,6
112,517,16,59,3,114,2025-08-22,80,205,1,3,6
113,46,16,57,1,114,2025-08-22,80,186,1,5,7
114,46,16,58,2,114,2025-08-22,80,168,1,3,5
115,46,16,59,3,114,2025-08-22,80,202,1,4,7
116,517,17,60,1,114,2025-08-22,80,197,1,2,7
117,517,17,61,2,114,2025-08-22,80,204,1,2,7
118,517,17,62,3,114,2025-08-22,80,205,1,7,7
119,46,17,60,1,114,2025-08-22,80,180,1,2,4
120,46,17,61,2,114,2025-08-22,80,205,1,7,9
121,46,17,62,3,114,2025-08-22,80,186,1,4,5
122,14,18,63,1,115,2025-10-12,71,168,1,2,3
123,33,18,63,1,115,2025-10-12,71,202,1,3,6
124,14,19,64,1,115,2025-10-12,71,197,1,5,6
125,33,19,64,1,115,2025-10-12,71,213,1,4,7
126,14,20,65,1,115,2025-10-12,71,196,1,4,5
127,33,20,65,1,115,2025-10-12,71,210,1,4,7
128,14,21,66,1,115,2025-10-12,71,233,1,4,7
129,33,21,66,1,115,2025-10-12,71,202,1,3,6
